row_abs,keywords_llm,raw_response
134,"[""mathematical self confidence"", ""high school students"", ""costa rica"", ""educational level"", ""gender differences""]","{""keywords"": [""mathematical self confidence"", ""high school students"", ""costa rica"", ""educational level"", ""gender differences""]}"
135,"[""environmental education"", ""mathematics education"", ""physics education"", ""integrative approach"", ""teacher training""]","{""keywords"": [""environmental education"", ""mathematics education"", ""physics education"", ""integrative approach"", ""teacher training""]}"
136,"[""mathematics education"", ""social decision making"", ""task design"", ""lesson study"", ""problem solving""]","{""keywords"": [""mathematics education"", ""social decision making"", ""task design"", ""lesson study"", ""problem solving""]}"
137,"[""mathematics education"", ""primary education"", ""access to information"", ""universal design"", ""quantitative methodology""]","{""keywords"": [""mathematics education"", ""primary education"", ""access to information"", ""universal design"", ""quantitative methodology""]}"
138,"[""mathematics education"", ""case model"", ""intermediate students"", ""mathematical proficiency"", ""experimental group""]","{""keywords"": [""mathematics education"", ""case model"", ""intermediate students"", ""mathematical proficiency"", ""experimental group""]}"
139,"[""mathematics education"", ""middle school"", ""documentary production"", ""spanish speaking community"", ""educational level""]","{""keywords"": [""mathematics education"", ""middle school"", ""documentary production"", ""spanish speaking community"", ""educational level""]}"
140,"[""cooperative learning"", ""creative thinking"", ""mathematical creativity"", ""higher education"", ""divergent thinking""]","{""keywords"": [""cooperative learning"", ""creative thinking"", ""mathematical creativity"", ""higher education"", ""divergent thinking""]}"
141,"[""digital education"", ""teacher training"", ""pedagogical experiment"", ""mathematical statistics"", ""educational development""]","{""keywords"": [""digital education"", ""teacher training"", ""pedagogical experiment"", ""mathematical statistics"", ""educational development""]}"
142,"[""artificial intelligence"", ""teacher training"", ""educational environment"", ""pedagogical education"", ""information technologies""]","{""keywords"": [""artificial intelligence"", ""teacher training"", ""educational environment"", ""pedagogical education"", ""information technologies""]}"
143,"[""mathematics education"", ""emotional configuration"", ""complex thought"", ""affective domain"", ""vocational decision""]","{""keywords"": [""mathematics education"", ""emotional configuration"", ""complex thought"", ""affective domain"", ""vocational decision""]}"
144,"[""socioeconomic background"", ""educational outcomes"", ""school grades"", ""multivariate analysis"", ""educational inequality""]","{""keywords"": [""socioeconomic background"", ""educational outcomes"", ""school grades"", ""multivariate analysis"", ""educational inequality""]}"
145,"[""mathematical tasks"", ""primary education"", ""teacher training"", ""latent class analysis"", ""pedagogy students""]","{""keywords"": [""mathematical tasks"", ""primary education"", ""teacher training"", ""latent class analysis"", ""pedagogy students""]}"
146,"[""statistical graphs"", ""mathematical textbooks"", ""primary education"", ""content analysis"", ""curricular guidelines""]","{""keywords"": [""statistical graphs"", ""mathematical textbooks"", ""primary education"", ""content analysis"", ""curricular guidelines""]}"
147,"[""mathematics education"", ""teacher training"", ""european higher education"", ""early childhood education"", ""curriculum development""]","{""keywords"": [""mathematics education"", ""teacher training"", ""european higher education"", ""early childhood education"", ""curriculum development""]}"
148,"[""mathematical competence"", ""early childhood education"", ""cooperative learning"", ""mathematics education"", ""numeric context""]","{""keywords"": [""mathematical competence"", ""early childhood education"", ""cooperative learning"", ""mathematics education"", ""numeric context""]}"
149,"[""mathematics education"", ""teacher training"", ""didactic knowledge"", ""elementary mathematics"", ""onto semiotic approach""]","{""keywords"": [""mathematics education"", ""teacher training"", ""didactic knowledge"", ""elementary mathematics"", ""onto semiotic approach""]}"
150,"[""higher education"", ""bachelor students"", ""pedagogical education"", ""research activity"", ""professional development""]","{""keywords"": [""higher education"", ""bachelor students"", ""pedagogical education"", ""research activity"", ""professional development""]}"
151,"[""mathematical education"", ""community ethics"", ""ethical component"", ""societal transformation"", ""education theory""]","{""keywords"": [""mathematical education"", ""community ethics"", ""ethical component"", ""societal transformation"", ""education theory""]}"
152,"[""distributed leadership"", ""mathematics learning"", ""socioeconomic groups"", ""primary schools"", ""educational quality""]","{""keywords"": [""distributed leadership"", ""mathematics learning"", ""socioeconomic groups"", ""primary schools"", ""educational quality""]}"
153,"[""indigenous mathematical thinking"", ""ethnomathematics"", ""mathematics education"", ""qualitative research"", ""cultural differences""]","{""keywords"": [""indigenous mathematical thinking"", ""ethnomathematics"", ""mathematics education"", ""qualitative research"", ""cultural differences""]}"
154,"[""mathematics education"", ""affirmative actions"", ""higher education"", ""stem program"", ""critical inquiry""]","{""keywords"": [""mathematics education"", ""affirmative actions"", ""higher education"", ""stem program"", ""critical inquiry""]}"
155,"[""mathematics education"", ""elementary schools"", ""mexico city"", ""educational improvement"", ""instructional quality""]","{""keywords"": [""mathematics education"", ""elementary schools"", ""mexico city"", ""educational improvement"", ""instructional quality""]}"
156,"[""mathematics education"", ""teacher preparation"", ""venezuelan education system"", ""professional development"", ""mathematics teacher""]","{""keywords"": [""mathematics education"", ""teacher preparation"", ""venezuelan education system"", ""professional development"", ""mathematics teacher""]}"
157,"[""mathematics education"", ""cultural historical theory"", ""multiplication table"", ""study actions"", ""arithmetic algebraic significations""]","{""keywords"": [""mathematics education"", ""cultural historical theory"", ""multiplication table"", ""study actions"", ""arithmetic algebraic significations""]}"
158,"[""analytical geometry"", ""learning objects"", ""mathematics education"", ""repository implementation"", ""teaching methodology""]","{""keywords"": [""analytical geometry"", ""learning objects"", ""mathematics education"", ""repository implementation"", ""teaching methodology""]}"
159,"[""social cognitive career theory"", ""mathematics education"", ""science education"", ""vocational interests"", ""career development""]","{""keywords"": [""social cognitive career theory"", ""mathematics education"", ""science education"", ""vocational interests"", ""career development""]}"
160,"[""mathematical anxiety"", ""secondary education"", ""costa rica"", ""mathematics classes"", ""anxiety levels""]","{""keywords"": [""mathematical anxiety"", ""secondary education"", ""costa rica"", ""mathematics classes"", ""anxiety levels""]}"
161,"[""mathematics education"", ""latin american classrooms"", ""student learning"", ""teaching resources"", ""primary education""]","{""keywords"": [""mathematics education"", ""latin american classrooms"", ""student learning"", ""teaching resources"", ""primary education""]}"
162,"[""mathematics education"", ""science education"", ""playful learning"", ""kindergarten classroom"", ""experimental sciences""]","{""keywords"": [""mathematics education"", ""science education"", ""playful learning"", ""kindergarten classroom"", ""experimental sciences""]}"
163,"[""mathematics education"", ""empowerment"", ""democratic participation"", ""mathematical models"", ""autonomy""]","{""keywords"": [""mathematics education"", ""empowerment"", ""democratic participation"", ""mathematical models"", ""autonomy""]}"
164,"[""mathematical education"", ""information technologies"", ""secondary education"", ""teacher perception"", ""factor analysis""]","{""keywords"": [""mathematical education"", ""information technologies"", ""secondary education"", ""teacher perception"", ""factor analysis""]}"
165,"[""mathematical communication"", ""secondary education"", ""blog based learning"", ""mathematical thinking"", ""qualitative research""]","{""keywords"": [""mathematical communication"", ""secondary education"", ""blog based learning"", ""mathematical thinking"", ""qualitative research""]}"
166,"[""mathematics education"", ""teaching materials"", ""evaluative research"", ""program evaluation"", ""educational impact""]","{""keywords"": [""mathematics education"", ""teaching materials"", ""evaluative research"", ""program evaluation"", ""educational impact""]}"
167,"[""mathematics education"", ""thematic trends"", ""scientific publications"", ""educational research"", ""conceptual analysis""]","{""keywords"": [""mathematics education"", ""thematic trends"", ""scientific publications"", ""educational research"", ""conceptual analysis""]}"
168,"[""mathematics education"", ""spanish mathematical society"", ""mathematics education in spain"", ""mathematical research"", ""education development""]","{""keywords"": [""mathematics education"", ""spanish mathematical society"", ""mathematics education in spain"", ""mathematical research"", ""education development""]}"
169,"[""mathematics education"", ""narrative research"", ""scientometric analysis"", ""authorship patterns"", ""thematic relationship""]","{""keywords"": [""mathematics education"", ""narrative research"", ""scientometric analysis"", ""authorship patterns"", ""thematic relationship""]}"
170,"[""mathematics education"", ""affective dimension"", ""primary education"", ""academic performance"", ""student attitude""]","{""keywords"": [""mathematics education"", ""affective dimension"", ""primary education"", ""academic performance"", ""student attitude""]}"
171,"[""mathematics education"", ""primary teachers"", ""teacher training"", ""curriculum analysis"", ""pedagogy""]","{""keywords"": [""mathematics education"", ""primary teachers"", ""teacher training"", ""curriculum analysis"", ""pedagogy""]}"
172,"[""scientific utopia"", ""rhetorical phenomenon"", ""scientific rhetoric"", ""mathematical education"", ""technical prose""]","{""keywords"": [""scientific utopia"", ""rhetorical phenomenon"", ""scientific rhetoric"", ""mathematical education"", ""technical prose""]}"
173,"[""interactive whiteboard"", ""physics education"", ""mathematics education"", ""educational technology"", ""social justice""]","{""keywords"": [""interactive whiteboard"", ""physics education"", ""mathematics education"", ""educational technology"", ""social justice""]}"
174,"[""mathematics education"", ""academic networks"", ""phd theses"", ""collaboration networks"", ""bibliometric analysis""]","{""keywords"": [""mathematics education"", ""academic networks"", ""phd theses"", ""collaboration networks"", ""bibliometric analysis""]}"
175,"[""mathematics education"", ""engineering education"", ""architecture education"", ""curriculum development"", ""teacher professional development""]","{""keywords"": [""mathematics education"", ""engineering education"", ""architecture education"", ""curriculum development"", ""teacher professional development""]}"
176,"[""mathematics education"", ""bibliometric study"", ""collaboration networks"", ""spanish journals"", ""scientometric laws""]","{""keywords"": [""mathematics education"", ""bibliometric study"", ""collaboration networks"", ""spanish journals"", ""scientometric laws""]}"
177,"[""mathematics education"", ""visual thinking"", ""onto semiotic approach"", ""mathematical knowledge"", ""visual configuration""]","{""keywords"": [""mathematics education"", ""visual thinking"", ""onto semiotic approach"", ""mathematical knowledge"", ""visual configuration""]}"
178,"[""mathematics education"", ""master's theses"", ""theoretical framework"", ""methodological tools"", ""pedagogical intervention""]","{""keywords"": [""mathematics education"", ""master's theses"", ""theoretical framework"", ""methodological tools"", ""pedagogical intervention""]}"
179,"[""mathematics education"", ""teaching processes"", ""learning processes"", ""theoretical model"", ""instruction evaluation""]","{""keywords"": [""mathematics education"", ""teaching processes"", ""learning processes"", ""theoretical model"", ""instruction evaluation""]}"
180,"[""mathematics education"", ""early childhood"", ""teacher training"", ""mathematical knowledge"", ""educational technology""]","{""keywords"": [""mathematics education"", ""early childhood"", ""teacher training"", ""mathematical knowledge"", ""educational technology""]}"
181,"[""mathematics education"", ""doctoral thesis"", ""methodological analysis"", ""evaluation instrument"", ""research quality""]","{""keywords"": [""mathematics education"", ""doctoral thesis"", ""methodological analysis"", ""evaluation instrument"", ""research quality""]}"
