row_abs,keywords_llm,raw_response
394,"[""machine vision"", ""semiconductor industry"", ""wire bonding"", ""defect classification"", ""image preprocessing""]","{""keywords"": [""machine vision"", ""semiconductor industry"", ""wire bonding"", ""defect classification"", ""image preprocessing""]}"
395,"[""batch scheduling"", ""flow shops"", ""manufacturing operations"", ""dynamic scheduling"", ""shop optimization""]","{""keywords"": [""batch scheduling"", ""flow shops"", ""manufacturing operations"", ""dynamic scheduling"", ""shop optimization""]}"
396,"[""high speed machining"", ""mould manufacturing"", ""cam software"", ""tool breakage"", ""process simulation""]","{""keywords"": [""high speed machining"", ""mould manufacturing"", ""cam software"", ""tool breakage"", ""process simulation""]}"
397,"[""welding task sequencing"", ""robot arc welding"", ""travelling salesman problem"", ""local search heuristics"", ""automated process planning""]","{""keywords"": [""welding task sequencing"", ""robot arc welding"", ""travelling salesman problem"", ""local search heuristics"", ""automated process planning""]}"
398,"[""sequential tolerance control"", ""sphere fitting method"", ""machining process"", ""manufacturing datums"", ""tolerance analysis""]","{""keywords"": [""sequential tolerance control"", ""sphere fitting method"", ""machining process"", ""manufacturing datums"", ""tolerance analysis""]}"
399,"[""flexible manufacturing systems"", ""petri nets"", ""deadlock free scheduling"", ""siphon truncation technique"", ""mean flow time""]","{""keywords"": [""flexible manufacturing systems"", ""petri nets"", ""deadlock free scheduling"", ""siphon truncation technique"", ""mean flow time""]}"
400,"[""control chart"", ""pattern recognition"", ""learning vector quantization"", ""fuzzy logic"", ""statistical process control""]","{""keywords"": [""control chart"", ""pattern recognition"", ""learning vector quantization"", ""fuzzy logic"", ""statistical process control""]}"
401,"[""just in time management"", ""plant level productivity"", ""variable cost function"", ""auto parts manufacturing"", ""input factor substitutability""]","{""keywords"": [""just in time management"", ""plant level productivity"", ""variable cost function"", ""auto parts manufacturing"", ""input factor substitutability""]}"
402,"[""manufacturing technology"", ""competitive advantage"", ""foreign direct investment"", ""labour productivity"", ""total quality manufacturing""]","{""keywords"": [""manufacturing technology"", ""competitive advantage"", ""foreign direct investment"", ""labour productivity"", ""total quality manufacturing""]}"
403,"[""bayesian belief networks"", ""software based systems"", ""safety assessment"", ""intelligent product support"", ""systematic information combination""]","{""keywords"": [""bayesian belief networks"", ""software based systems"", ""safety assessment"", ""intelligent product support"", ""systematic information combination""]}"
404,"[""electrostatic actuators"", ""mems devices"", ""displacement iteration"", ""pull in parameters"", ""cad packages""]","{""keywords"": [""electrostatic actuators"", ""mems devices"", ""displacement iteration"", ""pull in parameters"", ""cad packages""]}"
405,"[""safety critical systems"", ""task models"", ""user interfaces"", ""air traffic control"", ""usability assessment""]","{""keywords"": [""safety critical systems"", ""task models"", ""user interfaces"", ""air traffic control"", ""usability assessment""]}"
406,"[""diagnostic systems"", ""industrial applications"", ""design methodology"", ""complex systems"", ""diagnostic strategies""]","{""keywords"": [""diagnostic systems"", ""industrial applications"", ""design methodology"", ""complex systems"", ""diagnostic strategies""]}"
407,"[""knowledge acquisition"", ""ontology modelling"", ""expert system"", ""ontological engineering"", ""artificial intelligence""]","{""keywords"": [""knowledge acquisition"", ""ontology modelling"", ""expert system"", ""ontological engineering"", ""artificial intelligence""]}"
408,"[""product support logistics"", ""agent based system"", ""xml technology"", ""resource description framework"", ""business process automation""]","{""keywords"": [""product support logistics"", ""agent based system"", ""xml technology"", ""resource description framework"", ""business process automation""]}"
409,"[""warning design"", ""technology application"", ""visual warnings"", ""auditory warnings"", ""detection devices""]","{""keywords"": [""warning design"", ""technology application"", ""visual warnings"", ""auditory warnings"", ""detection devices""]}"
410,"[""digital maintenance"", ""usability evaluation"", ""navigational aid"", ""user interaction"", ""task analysis""]","{""keywords"": [""digital maintenance"", ""usability evaluation"", ""navigational aid"", ""user interaction"", ""task analysis""]}"
411,"[""intelligent product manuals"", ""product support"", ""concurrent engineering"", ""collaborative authoring"", ""distributed environment""]","{""keywords"": [""intelligent product manuals"", ""product support"", ""concurrent engineering"", ""collaborative authoring"", ""distributed environment""]}"
412,"[""information management"", ""hypermedia systems"", ""industrial maintenance"", ""manufacturing systems"", ""multimedia resources""]","{""keywords"": [""information management"", ""hypermedia systems"", ""industrial maintenance"", ""manufacturing systems"", ""multimedia resources""]}"
413,"[""artificial intelligence"", ""rolling element bearings"", ""intelligent design"", ""web technologies"", ""bearing design""]","{""keywords"": [""artificial intelligence"", ""rolling element bearings"", ""intelligent design"", ""web technologies"", ""bearing design""]}"
414,"[""intelligent helpdesk"", ""web based support"", ""customer service"", ""fault diagnosis"", ""video conferencing""]","{""keywords"": [""intelligent helpdesk"", ""web based support"", ""customer service"", ""fault diagnosis"", ""video conferencing""]}"
415,"[""optical actuation"", ""mems devices"", ""radiation pressure"", ""light momentum"", ""bistable systems""]","{""keywords"": [""optical actuation"", ""mems devices"", ""radiation pressure"", ""light momentum"", ""bistable systems""]}"
416,"[""volumetric technique"", ""surface triangulation"", ""boolean operations"", ""iso surface extraction"", ""grid generation""]","{""keywords"": [""volumetric technique"", ""surface triangulation"", ""boolean operations"", ""iso surface extraction"", ""grid generation""]}"
417,"[""computational mechanics"", ""spatial digital tree"", ""contact detection"", ""algorithm design"", ""numerical methods""]","{""keywords"": [""computational mechanics"", ""spatial digital tree"", ""contact detection"", ""algorithm design"", ""numerical methods""]}"
418,"[""loop restructuring"", ""data traffic"", ""on-chip memory"", ""embedded processors"", ""dependence analysis""]","{""keywords"": [""loop restructuring"", ""data traffic"", ""on-chip memory"", ""embedded processors"", ""dependence analysis""]}"
419,"[""mobile environment"", ""database broadcast"", ""semantic descriptor"", ""data chunking"", ""access performance""]","{""keywords"": [""mobile environment"", ""database broadcast"", ""semantic descriptor"", ""data chunking"", ""access performance""]}"
420,"[""data allocation"", ""wireless broadcast"", ""query processing"", ""mobile computing"", ""optimal ordering""]","{""keywords"": [""data allocation"", ""wireless broadcast"", ""query processing"", ""mobile computing"", ""optimal ordering""]}"
421,"[""location dependent data"", ""cache invalidation"", ""mobile environments"", ""caching efficiency"", ""replacement policies""]","{""keywords"": [""location dependent data"", ""cache invalidation"", ""mobile environments"", ""caching efficiency"", ""replacement policies""]}"
422,"[""disaster planning"", ""business disruption"", ""bank management"", ""emergency preparedness"", ""risk management""]","{""keywords"": [""disaster planning"", ""business disruption"", ""bank management"", ""emergency preparedness"", ""risk management""]}"
423,"[""activity based management"", ""economic climate"", ""business processes"", ""profit levels"", ""management systems""]","{""keywords"": [""activity based management"", ""economic climate"", ""business processes"", ""profit levels"", ""management systems""]}"
424,"[""hydrogels"", ""ph responsive materials"", ""swelling kinetics"", ""equilibrium modeling"", ""drug delivery""]","{""keywords"": [""hydrogels"", ""pH responsive materials"", ""swelling kinetics"", ""equilibrium modeling"", ""drug delivery""]}"
425,"[""customer relationship management"", ""data quality"", ""return on investment"", ""data management"", ""enterprise methodology""]","{""keywords"": [""customer relationship management"", ""data quality"", ""return on investment"", ""data management"", ""enterprise methodology""]}"
426,"[""government budget"", ""accounting information"", ""national resource"", ""information policy"", ""resource allocation""]","{""keywords"": [""government budget"", ""accounting information"", ""national resource"", ""information policy"", ""resource allocation""]}"
427,"[""e-government"", ""rural township"", ""information technology"", ""local government"", ""internet usage""]","{""keywords"": [""e-government"", ""rural township"", ""information technology"", ""local government"", ""internet usage""]}"
428,"[""enterprise resource planning"", ""government organizations"", ""innovation management"", ""organizational change"", ""information systems""]","{""keywords"": [""enterprise resource planning"", ""government organizations"", ""innovation management"", ""organizational change"", ""information systems""]}"
429,"[""government information"", ""supranational organizations"", ""globalization"", ""intellectual access"", ""transnational agreements""]","{""keywords"": [""government information"", ""supranational organizations"", ""globalization"", ""intellectual access"", ""transnational agreements""]}"
430,"[""government information"", ""freedom of expression"", ""south africa"", ""information access"", ""public policy""]","{""keywords"": [""government information"", ""freedom of expression"", ""south africa"", ""information access"", ""public policy""]}"
431,"[""agile manufacturing"", ""double sampling"", ""process control"", ""statistical process control"", ""genetic algorithm""]","{""keywords"": [""agile manufacturing"", ""double sampling"", ""process control"", ""statistical process control"", ""genetic algorithm""]}"
432,"[""process capability"", ""capability index"", ""hypothesis testing"", ""computer program"", ""statistical analysis""]","{""keywords"": [""process capability"", ""capability index"", ""hypothesis testing"", ""computer program"", ""statistical analysis""]}"
433,"[""data storage"", ""storage solutions"", ""storage needs"", ""data management"", ""storage costs""]","{""keywords"": [""data storage"", ""storage solutions"", ""storage needs"", ""data management"", ""storage costs""]}"
434,"[""enzyme fermentation"", ""hybrid models"", ""biotechnological process"", ""artificial neural network"", ""biosynthesis rate""]","{""keywords"": [""enzyme fermentation"", ""hybrid models"", ""biotechnological process"", ""artificial neural network"", ""biosynthesis rate""]}"
435,"[""microinjector"", ""microfabrication"", ""droplet ejection"", ""thermal drive"", ""micromachining""]","{""keywords"": [""microinjector"", ""microfabrication"", ""droplet ejection"", ""thermal drive"", ""micromachining""]}"
436,"[""web technology"", ""business opportunities"", ""customer reach"", ""online marketing"", ""e commerce""]","{""keywords"": [""web technology"", ""business opportunities"", ""customer reach"", ""online marketing"", ""e commerce""]}"
437,"[""computer utilities"", ""pc efficiency"", ""productivity tools"", ""system optimization"", ""computer performance""]","{""keywords"": [""computer utilities"", ""pc efficiency"", ""productivity tools"", ""system optimization"", ""computer performance""]}"
438,"[""mail model"", ""post room"", ""efficiency improvement"", ""organizational advice"", ""consulting services""]","{""keywords"": [""mail model"", ""post room"", ""efficiency improvement"", ""organizational advice"", ""consulting services""]}"
439,"[""mail systems"", ""business opportunities"", ""marketing strategies"", ""waste management"", ""postal services""]","{""keywords"": [""mail systems"", ""business opportunities"", ""marketing strategies"", ""waste management"", ""postal services""]}"
440,"[""bluetooth technology"", ""communications strategy"", ""wireless communication"", ""mobile devices"", ""networking systems""]","{""keywords"": [""bluetooth technology"", ""communications strategy"", ""wireless communication"", ""mobile devices"", ""networking systems""]}"
441,"[""software upgrades"", ""operating systems"", ""drive imaging"", ""application management"", ""data backup""]","{""keywords"": [""software upgrades"", ""operating systems"", ""drive imaging"", ""application management"", ""data backup""]}"
442,"[""public key infrastructure"", ""enterprise security"", ""secure remote access"", ""electronic document exchange"", ""network authentication""]","{""keywords"": [""public key infrastructure"", ""enterprise security"", ""secure remote access"", ""electronic document exchange"", ""network authentication""]}"
443,"[""network engineers"", ""private lines"", ""customer service"", ""internet access"", ""vpn services""]","{""keywords"": [""network engineers"", ""private lines"", ""customer service"", ""internet access"", ""vpn services""]}"
444,"[""microinjector design"", ""bubble valve"", ""droplet ejection"", ""liquid handling"", ""microchannel fabrication""]","{""keywords"": [""microinjector design"", ""bubble valve"", ""droplet ejection"", ""liquid handling"", ""microchannel fabrication""]}"
445,"[""digital media"", ""wide area network"", ""data storage"", ""intelligent workflow"", ""secure communication""]","{""keywords"": [""digital media"", ""wide area network"", ""data storage"", ""intelligent workflow"", ""secure communication""]}"
446,"[""content delivery networks"", ""web performance"", ""internet experience"", ""network optimization"", ""data transmission""]","{""keywords"": [""content delivery networks"", ""web performance"", ""internet experience"", ""network optimization"", ""data transmission""]}"
447,"[""multichannel publishing"", ""document management"", ""content translation"", ""digital formats"", ""publishing automation""]","{""keywords"": [""multichannel publishing"", ""document management"", ""content translation"", ""digital formats"", ""publishing automation""]}"
448,"[""web content extraction"", ""information retrieval"", ""job opportunities"", ""extraction technology"", ""web scraping""]","{""keywords"": [""web content extraction"", ""information retrieval"", ""job opportunities"", ""extraction technology"", ""web scraping""]}"
449,"[""online surveys"", ""content management"", ""web interactivity"", ""market research"", ""reader engagement""]","{""keywords"": [""online surveys"", ""content management"", ""web interactivity"", ""market research"", ""reader engagement""]}"
450,"[""digital content"", ""sales tactics"", ""licensing terms"", ""corporate structure"", ""content providers""]","{""keywords"": [""digital content"", ""sales tactics"", ""licensing terms"", ""corporate structure"", ""content providers""]}"
451,"[""content management"", ""vendor arena"", ""industry prognosis"", ""marketplace consolidation"", ""business models""]","{""keywords"": [""content management"", ""vendor arena"", ""industry prognosis"", ""marketplace consolidation"", ""business models""]}"
452,"[""virtual community"", ""revenue generation"", ""community portals"", ""local events"", ""online advertising""]","{""keywords"": [""virtual community"", ""revenue generation"", ""community portals"", ""local events"", ""online advertising""]}"
453,"[""clinical trials"", ""drug companies"", ""digital content"", ""electronic submissions"", ""content management""]","{""keywords"": [""clinical trials"", ""drug companies"", ""digital content"", ""electronic submissions"", ""content management""]}"
454,"[""streaming multimedia"", ""wireless devices"", ""mpeg video"", ""technology partners"", ""content providers""]","{""keywords"": [""streaming multimedia"", ""wireless devices"", ""mpeg video"", ""technology partners"", ""content providers""]}"
455,"[""microvalve"", ""paraffin actuator"", ""surface micromachining"", ""flow control"", ""microfluidics""]","{""keywords"": [""microvalve"", ""paraffin actuator"", ""surface micromachining"", ""flow control"", ""microfluidics""]}"
456,"[""digital publications"", ""electronic publishing"", ""online versions"", ""subscription revenue"", ""digital media""]","{""keywords"": [""digital publications"", ""electronic publishing"", ""online versions"", ""subscription revenue"", ""digital media""]}"
457,"[""computer aided indexing"", ""news services"", ""content management"", ""information retrieval"", ""automation technology""]","{""keywords"": [""computer aided indexing"", ""news services"", ""content management"", ""information retrieval"", ""automation technology""]}"
458,"[""content management"", ""taxonomy software"", ""corporate portals"", ""knowledge discovery"", ""information retrieval""]","{""keywords"": [""content management"", ""taxonomy software"", ""corporate portals"", ""knowledge discovery"", ""information retrieval""]}"
459,"[""peer to peer"", ""digital content"", ""intellectual property"", ""multinational companies"", ""information retrieval""]","{""keywords"": [""peer to peer"", ""digital content"", ""intellectual property"", ""multinational companies"", ""information retrieval""]}"
460,"[""financial information"", ""web sites"", ""content aggregation"", ""economic statistics"", ""financial content""]","{""keywords"": [""financial information"", ""web sites"", ""content aggregation"", ""economic statistics"", ""financial content""]}"
461,"[""content distribution"", ""peer to peer"", ""bandwidth harvesting"", ""network technology"", ""edge computing""]","{""keywords"": [""content distribution"", ""peer to peer"", ""bandwidth harvesting"", ""network technology"", ""edge computing""]}"
462,"[""collaboration software"", ""information technology"", ""connection age"", ""online connections"", ""return on connection""]","{""keywords"": [""collaboration software"", ""information technology"", ""connection age"", ""online connections"", ""return on connection""]}"
463,"[""national security"", ""video database"", ""nuclear weapons"", ""critical infrastructure"", ""intelligence agencies""]","{""keywords"": [""national security"", ""video database"", ""nuclear weapons"", ""critical infrastructure"", ""intelligence agencies""]}"
464,"[""content syndication"", ""enterprise technology"", ""syndication companies"", ""infrastructure companies"", ""enterprise clients""]","{""keywords"": [""content syndication"", ""enterprise technology"", ""syndication companies"", ""infrastructure companies"", ""enterprise clients""]}"
465,"[""olympic games"", ""television coverage"", ""internet technology"", ""marketing strategies"", ""sponsorship revenue""]","{""keywords"": [""olympic games"", ""television coverage"", ""internet technology"", ""marketing strategies"", ""sponsorship revenue""]}"
466,"[""cyclotrons"", ""irradiation device"", ""nuclear medicine"", ""radioisotope production"", ""proton acceleration""]","{""keywords"": [""cyclotrons"", ""irradiation device"", ""nuclear medicine"", ""radioisotope production"", ""proton acceleration""]}"
467,"[""online content"", ""user attitudes"", ""payment willingness"", ""content subscriptions"", ""paradigm shift""]","{""keywords"": [""online content"", ""user attitudes"", ""payment willingness"", ""content subscriptions"", ""paradigm shift""]}"
468,"[""law library"", ""cataloguing"", ""internet resources"", ""reference library"", ""library collection""]","{""keywords"": [""law library"", ""cataloguing"", ""internet resources"", ""reference library"", ""library collection""]}"
469,"[""classification scheme"", ""librarian"", ""user group"", ""organisation"", ""library""]","{""keywords"": [""classification scheme"", ""librarian"", ""user group"", ""organisation"", ""library""]}"
470,"[""library information systems"", ""subject classification"", ""information profession"", ""library education"", ""legal information""]","{""keywords"": [""library information systems"", ""subject classification"", ""information profession"", ""library education"", ""legal information""]}"
471,"[""laser diodes"", ""optical output power"", ""wavelength stability"", ""temperature control"", ""coherence length""]","{""keywords"": [""laser diodes"", ""optical output power"", ""wavelength stability"", ""temperature control"", ""coherence length""]}"
472,"[""induction heating"", ""semi solid alloys"", ""metal casting"", ""temperature control"", ""impedance measurement""]","{""keywords"": [""induction heating"", ""semi solid alloys"", ""metal casting"", ""temperature control"", ""impedance measurement""]}"
473,"[""tomographic reconstruction"", ""cone beam transmission"", ""polyhedral phantom"", ""computed axial tomography"", ""linear attenuation coefficient""]","{""keywords"": [""tomographic reconstruction"", ""cone beam transmission"", ""polyhedral phantom"", ""computed axial tomography"", ""linear attenuation coefficient""]}"
474,"[""microwave oscillators"", ""sapphire loaded cavity"", ""frequency stability"", ""temperature control"", ""whispering gallery resonator""]","{""keywords"": [""microwave oscillators"", ""sapphire loaded cavity"", ""frequency stability"", ""temperature control"", ""whispering gallery resonator""]}"
475,"[""particle tracking"", ""three dimensional imaging"", ""fluid dynamics"", ""pipe flow"", ""particle velocity""]","{""keywords"": [""particle tracking"", ""three dimensional imaging"", ""fluid dynamics"", ""pipe flow"", ""particle velocity""]}"
476,"[""measurement noise"", ""outlier detection"", ""fourier spectra"", ""robust regression"", ""vibration measurements""]","{""keywords"": [""measurement noise"", ""outlier detection"", ""fourier spectra"", ""robust regression"", ""vibration measurements""]}"
477,"[""magneto optical disk"", ""recording capacity"", ""magnetically induced super resolution"", ""land and groove recording"", ""data storage media""]","{""keywords"": [""magneto optical disk"", ""recording capacity"", ""magnetically induced super resolution"", ""land and groove recording"", ""data storage media""]}"
478,"[""ultrasonic sensors"", ""process control"", ""process monitoring"", ""sensor systems"", ""process industry""]","{""keywords"": [""ultrasonic sensors"", ""process control"", ""process monitoring"", ""sensor systems"", ""process industry""]}"
479,"[""exception safety"", ""memory management"", ""c++ programming"", ""handle class"", ""inheritance hierarchy""]","{""keywords"": [""exception safety"", ""memory management"", ""c++ programming"", ""handle class"", ""inheritance hierarchy""]}"
480,"[""c++ programming"", ""unions"", ""constructed types"", ""placement new"", ""scripting language""]","{""keywords"": [""c++ programming"", ""unions"", ""constructed types"", ""placement new"", ""scripting language""]}"
481,"[""programming languages"", ""c programming"", ""c++ programming"", ""language compatibility"", ""software development""]","{""keywords"": [""programming languages"", ""c programming"", ""c++ programming"", ""language compatibility"", ""software development""]}"
482,"[""cross platform programming"", ""dialog boxes"", ""xml"", ""layout engine"", ""software development""]","{""keywords"": [""cross platform programming"", ""dialog boxes"", ""xml"", ""layout engine"", ""software development""]}"
483,"[""computational geometry"", ""graph library"", ""generic programming"", ""algorithm development"", ""graph theory""]","{""keywords"": [""computational geometry"", ""graph library"", ""generic programming"", ""algorithm development"", ""graph theory""]}"
484,"[""java programming"", ""resource management"", ""garbage collector"", ""memory leaks"", ""software development""]","{""keywords"": [""java programming"", ""resource management"", ""garbage collector"", ""memory leaks"", ""software development""]}"
485,"[""java swing"", ""locale sensitivity"", ""multilingual support"", ""user interface customization"", ""runtime localization""]","{""keywords"": [""java swing"", ""locale sensitivity"", ""multilingual support"", ""user interface customization"", ""runtime localization""]}"
486,"[""class hierarchy"", ""object comparison"", ""mixed type comparison"", ""equals implementation"", ""object oriented programming""]","{""keywords"": [""class hierarchy"", ""object comparison"", ""mixed type comparison"", ""equals implementation"", ""object oriented programming""]}"
487,"[""electronic commerce"", ""management education"", ""business schools"", ""organizational change"", ""information technology""]","{""keywords"": [""electronic commerce"", ""management education"", ""business schools"", ""organizational change"", ""information technology""]}"
488,"[""rom monitor"", ""embedded systems"", ""operating system"", ""debugging tool"", ""software development""]","{""keywords"": [""rom monitor"", ""embedded systems"", ""operating system"", ""debugging tool"", ""software development""]}"
489,"[""personal digital assistant"", ""operating system"", ""enterprise infrastructure"", ""mobile device"", ""developer support""]","{""keywords"": [""personal digital assistant"", ""operating system"", ""enterprise infrastructure"", ""mobile device"", ""developer support""]}"
490,"[""digital library"", ""information gateway"", ""case analysis"", ""library management"", ""digital systems""]","{""keywords"": [""digital library"", ""information gateway"", ""case analysis"", ""library management"", ""digital systems""]}"
491,"[""electronic journals"", ""web based listings"", ""library catalog"", ""academic disciplines"", ""online interfaces""]","{""keywords"": [""electronic journals"", ""web based listings"", ""library catalog"", ""academic disciplines"", ""online interfaces""]}"
492,"[""mobile banking"", ""general packet radio service"", ""wireless application protocol"", ""financial services"", ""mobile commerce""]","{""keywords"": [""mobile banking"", ""general packet radio service"", ""wireless application protocol"", ""financial services"", ""mobile commerce""]}"
493,"[""internet technology"", ""financial brokers"", ""new media"", ""digital finance"", ""online banking""]","{""keywords"": [""internet technology"", ""financial brokers"", ""new media"", ""digital finance"", ""online banking""]}"
494,"[""voice recognition"", ""financial fraud"", ""biometric technology"", ""money transactions"", ""security systems""]","{""keywords"": [""voice recognition"", ""financial fraud"", ""biometric technology"", ""money transactions"", ""security systems""]}"
495,"[""discontinuous galerkin method"", ""wave propagation"", ""unbounded domains"", ""absorbing boundary condition"", ""finite element method""]","{""keywords"": [""discontinuous galerkin method"", ""wave propagation"", ""unbounded domains"", ""absorbing boundary condition"", ""finite element method""]}"
496,"[""gear tooth contact"", ""hypoid bevel gears"", ""tooth contact analysis"", ""mathematical modeling"", ""transmission error""]","{""keywords"": [""gear tooth contact"", ""hypoid bevel gears"", ""tooth contact analysis"", ""mathematical modeling"", ""transmission error""]}"
497,"[""wave propagation"", ""high speed train"", ""finite element method"", ""railway engineering"", ""ground vibrations""]","{""keywords"": [""wave propagation"", ""high speed train"", ""finite element method"", ""railway engineering"", ""ground vibrations""]}"
498,"[""high availability"", ""fault tolerance"", ""redundant hardware"", ""fault management"", ""design patterns""]","{""keywords"": [""high availability"", ""fault tolerance"", ""redundant hardware"", ""fault management"", ""design patterns""]}"
499,"[""elastic wave field"", ""flaw detection"", ""composite materials"", ""optimization technique"", ""surface displacement""]","{""keywords"": [""elastic wave field"", ""flaw detection"", ""composite materials"", ""optimization technique"", ""surface displacement""]}"
500,"[""partial differential equations"", ""multiresolution approach"", ""numerical solution"", ""hyperbolic equations"", ""spatial resolution""]","{""keywords"": [""partial differential equations"", ""multiresolution approach"", ""numerical solution"", ""hyperbolic equations"", ""spatial resolution""]}"
501,"[""porous media"", ""thermodynamic formulation"", ""elastic deformation"", ""fluid compressibility"", ""darcy flow""]","{""keywords"": [""porous media"", ""thermodynamic formulation"", ""elastic deformation"", ""fluid compressibility"", ""darcy flow""]}"
502,"[""natural language processing"", ""probabilistic models"", ""computational complexity"", ""ambiguity resolution"", ""optimization problems""]","{""keywords"": [""natural language processing"", ""probabilistic models"", ""computational complexity"", ""ambiguity resolution"", ""optimization problems""]}"
503,"[""lr parsing"", ""conjunctive grammars"", ""context free grammars"", ""natural language processing"", ""finite automata""]","{""keywords"": [""lr parsing"", ""conjunctive grammars"", ""context free grammars"", ""natural language processing"", ""finite automata""]}"
504,"[""p systems"", ""symport rules"", ""antiport rules"", ""chomsky hierarchy"", ""recursively enumerable languages""]","{""keywords"": [""p systems"", ""symport rules"", ""antiport rules"", ""chomsky hierarchy"", ""recursively enumerable languages""]}"
505,"[""image reconstruction"", ""cone beam approach"", ""medical imaging"", ""feldkamp algorithm"", ""computed tomography""]","{""keywords"": [""image reconstruction"", ""cone beam approach"", ""medical imaging"", ""feldkamp algorithm"", ""computed tomography""]}"
506,"[""case study method"", ""virtual training"", ""academic libraries"", ""professional development"", ""collaborative problem solving""]","{""keywords"": [""case study method"", ""virtual training"", ""academic libraries"", ""professional development"", ""collaborative problem solving""]}"
507,"[""information fluency"", ""liberal arts education"", ""web enhanced learning"", ""critical thinking skills"", ""computer literacy""]","{""keywords"": [""information fluency"", ""liberal arts education"", ""web enhanced learning"", ""critical thinking skills"", ""computer literacy""]}"
508,"[""digital reference"", ""real time systems"", ""asynchronous services"", ""reference services"", ""digital systems""]","{""keywords"": [""digital reference"", ""real time systems"", ""asynchronous services"", ""reference services"", ""digital systems""]}"
509,"[""embedded linux"", ""real time operating system"", ""firmware development"", ""legal implications"", ""operating system variants""]","{""keywords"": [""embedded linux"", ""real time operating system"", ""firmware development"", ""legal implications"", ""operating system variants""]}"
510,"[""reference books"", ""librarianship"", ""web product"", ""library science"", ""information sources""]","{""keywords"": [""reference books"", ""librarianship"", ""web product"", ""library science"", ""information sources""]}"
511,"[""electronic commerce"", ""internet business"", ""computer hardware"", ""software products"", ""information resources""]","{""keywords"": [""electronic commerce"", ""internet business"", ""computer hardware"", ""software products"", ""information resources""]}"
512,"[""stereoscopic displays"", ""surface textures"", ""depth perception"", ""luminance variation"", ""visual cues""]","{""keywords"": [""stereoscopic displays"", ""surface textures"", ""depth perception"", ""luminance variation"", ""visual cues""]}"
513,"[""control performance"", ""degree of freedom"", ""information processing"", ""perceptual components"", ""psychomotor effects""]","{""keywords"": [""control performance"", ""degree of freedom"", ""information processing"", ""perceptual components"", ""psychomotor effects""]}"
514,"[""visual impairment"", ""contrast sensitivity"", ""dynamic environment"", ""target velocity"", ""visual functioning""]","{""keywords"": [""visual impairment"", ""contrast sensitivity"", ""dynamic environment"", ""target velocity"", ""visual functioning""]}"
515,"[""driving performance"", ""discomfort glare"", ""pedestrian detection"", ""driving behavior"", ""road safety""]","{""keywords"": [""driving performance"", ""discomfort glare"", ""pedestrian detection"", ""driving behavior"", ""road safety""]}"
516,"[""visual detection"", ""automation use"", ""human operators"", ""decision aids"", ""reliance bias""]","{""keywords"": [""visual detection"", ""automation use"", ""human operators"", ""decision aids"", ""reliance bias""]}"
517,"[""human computer interaction"", ""socio technical systems"", ""interface design"", ""problem solving"", ""complex systems""]","{""keywords"": [""human computer interaction"", ""socio technical systems"", ""interface design"", ""problem solving"", ""complex systems""]}"
518,"[""typing force"", ""electromyography"", ""muscle activity"", ""typing speed"", ""fatigue""]","{""keywords"": [""typing force"", ""electromyography"", ""muscle activity"", ""typing speed"", ""fatigue""]}"
519,"[""automated diagnostic aids"", ""diagnostic accuracy"", ""problem solving skills"", ""decision making strategies"", ""interface design""]","{""keywords"": [""automated diagnostic aids"", ""diagnostic accuracy"", ""problem solving skills"", ""decision making strategies"", ""interface design""]}"
520,"[""branching time"", ""logical account"", ""axiomatization"", ""historical necessity"", ""contingent future""]","{""keywords"": [""branching time"", ""logical account"", ""axiomatization"", ""historical necessity"", ""contingent future""]}"
521,"[""human machine interaction"", ""formal verification"", ""automation systems"", ""interface design"", ""control systems""]","{""keywords"": [""human machine interaction"", ""formal verification"", ""automation systems"", ""interface design"", ""control systems""]}"
522,"[""flight simulator"", ""pilot situation awareness"", ""aviation displays"", ""flight guidance"", ""aircraft instruments""]","{""keywords"": [""flight simulator"", ""pilot situation awareness"", ""aviation displays"", ""flight guidance"", ""aircraft instruments""]}"
523,"[""partial differential equations"", ""time discretization"", ""parallel implementation"", ""optimal control"", ""numerical methods""]","{""keywords"": [""partial differential equations"", ""time discretization"", ""parallel implementation"", ""optimal control"", ""numerical methods""]}"
524,"[""software maintenance"", ""concept assignment"", ""plausible reasoning"", ""cobol programming"", ""software comprehension""]","{""keywords"": [""software maintenance"", ""concept assignment"", ""plausible reasoning"", ""cobol programming"", ""software comprehension""]}"
525,"[""portfolio optimization"", ""investment risk"", ""random matrix theory"", ""asset correlation"", ""stock returns""]","{""keywords"": [""portfolio optimization"", ""investment risk"", ""random matrix theory"", ""asset correlation"", ""stock returns""]}"
526,"[""telemedicine"", ""cervical dislocation"", ""neurosurgery"", ""remote healthcare"", ""mobile surgery""]","{""keywords"": [""telemedicine"", ""cervical dislocation"", ""neurosurgery"", ""remote healthcare"", ""mobile surgery""]}"
527,"[""digital video camera"", ""eye examination"", ""primary care"", ""ocular fundus"", ""teleophthalmology""]","{""keywords"": [""digital video camera"", ""eye examination"", ""primary care"", ""ocular fundus"", ""teleophthalmology""]}"
528,"[""chest pain"", ""telecardiology"", ""electrocardiogram"", ""telemedicine"", ""primary care""]","{""keywords"": [""chest pain"", ""telecardiology"", ""electrocardiogram"", ""telemedicine"", ""primary care""]}"
