row_abs,keywords_llm,raw_response
134,"[""mathematical self-confidence"", ""costa rica"", ""high school students"", ""gender differences"", ""educational level""]","{""keywords"": [""mathematical self-confidence"", ""costa rica"", ""high school students"", ""gender differences"", ""educational level""]}"
135,"[""environmental education"", ""mathematics education"", ""physics education"", ""teacher training"", ""integrative approach""]","{""keywords"": [""environmental education"", ""mathematics education"", ""physics education"", ""teacher training"", ""integrative approach""]}"
136,"[""mathematics education"", ""social decision making"", ""competence"", ""lesson study"", ""automatic external defibrillators""]","{""keywords"": [""mathematics education"", ""social decision making"", ""competence"", ""lesson study"", ""automatic external defibrillators""]}"
137,"[""mathematics education"", ""primary education"", ""universal design"", ""information access"", ""quantitative analysis""]","{""keywords"": [""mathematics education"", ""primary education"", ""universal design"", ""information access"", ""quantitative analysis""]}"
138,"[""mathematics education"", ""mathematical proficiency"", ""case model"", ""intermediate class"", ""statistical analysis""]","{""keywords"": [""mathematics education"", ""mathematical proficiency"", ""case model"", ""intermediate class"", ""statistical analysis""]}"
139,"[""mathematics education"", ""middle school"", ""documentary production"", ""probability"", ""algebra""]","{""keywords"": [""mathematics education"", ""middle school"", ""documentary production"", ""probability"", ""algebra""]}"
140,"[""creative thinking"", ""mathematical creativity"", ""cooperative learning"", ""higher education"", ""creativity test""]","{""keywords"": [""creative thinking"", ""mathematical creativity"", ""cooperative learning"", ""higher education"", ""creativity test""]}"
141,"[""digital education"", ""pedagogics"", ""mathematical statistics"", ""teacher training"", ""regional development""]","{""keywords"": [""digital education"", ""pedagogics"", ""mathematical statistics"", ""teacher training"", ""regional development""]}"
142,"[""artificial intelligence"", ""teacher training"", ""educational environment"", ""adaptive training"", ""pedagogical experiment""]","{""keywords"": [""artificial intelligence"", ""teacher training"", ""educational environment"", ""adaptive training"", ""pedagogical experiment""]}"
143,"[""mathematics education"", ""complex thought"", ""emotional configuration"", ""experiential complexity"", ""affective domain""]","{""keywords"": [""mathematics education"", ""complex thought"", ""emotional configuration"", ""experiential complexity"", ""affective domain""]}"
144,"[""socioeconomic background"", ""educational offering"", ""school grades"", ""multivariate analysis"", ""socioeconomic inequalities""]","{""keywords"": [""socioeconomic background"", ""educational offering"", ""school grades"", ""multivariate analysis"", ""socioeconomic inequalities""]}"
145,"[""mathematical task"", ""primary education"", ""pedagogy students"", ""latent class analysis""]","{""keywords"": [""mathematical task"", ""primary education"", ""pedagogy students"", ""latent class analysis""]}"
146,"[""statistical graphs"", ""mathematical textbooks"", ""primary education"", ""curricular guidelines"", ""bar graphs""]","{""keywords"": [""statistical graphs"", ""mathematical textbooks"", ""primary education"", ""curricular guidelines"", ""bar graphs""]}"
147,"[""mathematics education"", ""teacher training"", ""bologna process"", ""early childhood education"", ""curriculum design""]","{""keywords"": [""mathematics education"", ""teacher training"", ""bologna process"", ""early childhood education"", ""curriculum design""]}"
148,"[""mathematical competence"", ""early childhood education"", ""teaching methodologies"", ""cooperative learning"", ""mathematical development""]","{""keywords"": [""mathematical competence"", ""early childhood education"", ""teaching methodologies"", ""cooperative learning"", ""mathematical development""]}"
149,"[""didactic-mathematical knowledge"", ""elementary mathematics"", ""future teachers"", ""basic education"", ""instrument validation""]","{""keywords"": [""didactic-mathematical knowledge"", ""elementary mathematics"", ""future teachers"", ""basic education"", ""instrument validation""]}"
150,"[""bachelor-masters system"", ""pedagogical education"", ""research readiness"", ""higher education"", ""professional qualities""]","{""keywords"": [""bachelor-masters system"", ""pedagogical education"", ""research readiness"", ""higher education"", ""professional qualities""]}"
151,"[""mathematical education"", ""ethics in education"", ""societal transformation"", ""argumentation theory"", ""objectification theory""]","{""keywords"": [""mathematical education"", ""ethics in education"", ""societal transformation"", ""argumentation theory"", ""objectification theory""]}"
152,"[""distributed leadership"", ""mathematics education"", ""socioeconomic groups"", ""linear hierarchical models"", ""quality education""]","{""keywords"": [""distributed leadership"", ""mathematics education"", ""socioeconomic groups"", ""linear hierarchical models"", ""quality education""]}"
153,"[""indigenous mathematical thinking"", ""mathematical education"", ""ethnomathematics"", ""qualitative ethnographic research"", ""power relations""]","{""keywords"": [""indigenous mathematical thinking"", ""mathematical education"", ""ethnomathematics"", ""qualitative ethnographic research"", ""power relations""]}"
154,"[""mathematics education"", ""affirmative actions"", ""higher education"", ""critical inquiry"", ""content analysis""]","{""keywords"": [""mathematics education"", ""affirmative actions"", ""higher education"", ""critical inquiry"", ""content analysis""]}"
155,"[""mathematics education"", ""elementary education"", ""evaluation quality"", ""instructional quality"", ""educational improvement""]","{""keywords"": [""mathematics education"", ""elementary education"", ""evaluation quality"", ""instructional quality"", ""educational improvement""]}"
156,"[""mathematics education"", ""teacher preparation"", ""venezuelan education"", ""teacher training"", ""professional development""]","{""keywords"": [""mathematics education"", ""teacher preparation"", ""venezuelan education"", ""teacher training"", ""professional development""]}"
157,"[""mathematics education"", ""cultural-historical theory"", ""multiplication table"", ""study actions"", ""davydov""]","{""keywords"": [""mathematics education"", ""cultural-historical theory"", ""multiplication table"", ""study actions"", ""davydov""]}"
158,"[""learning objects"", ""analytical geometry"", ""teaching methodology"", ""higher education"", ""repository implementation""]","{""keywords"": [""learning objects"", ""analytical geometry"", ""teaching methodology"", ""higher education"", ""repository implementation""]}"
159,"[""social cognitive career theory"", ""colombian secondary education"", ""mathematics and science"", ""structural equation modeling"", ""self-efficacy""]","{""keywords"": [""social cognitive career theory"", ""colombian secondary education"", ""mathematics and science"", ""structural equation modeling"", ""self-efficacy""]}"
160,"[""mathematical anxiety"", ""secondary education"", ""costa rica"", ""female students"", ""educational level""]","{""keywords"": [""mathematical anxiety"", ""secondary education"", ""costa rica"", ""female students"", ""educational level""]}"
161,"[""mathematics teaching"", ""primary classrooms"", ""student learning"", ""latin america"", ""educational resources""]","{""keywords"": [""mathematics teaching"", ""primary classrooms"", ""student learning"", ""latin america"", ""educational resources""]}"
162,"[""playful education"", ""mathematics education"", ""kindergarten"", ""science education"", ""action research""]","{""keywords"": [""playful education"", ""mathematics education"", ""kindergarten"", ""science education"", ""action research""]}"
163,"[""mathematics education"", ""empowerment"", ""characterization"", ""mathematical models"", ""democratic participation""]","{""keywords"": [""mathematics education"", ""empowerment"", ""characterization"", ""mathematical models"", ""democratic participation""]}"
164,"[""mathematical education"", ""information technologies"", ""secondary education"", ""factor analysis"", ""ict use""]","{""keywords"": [""mathematical education"", ""information technologies"", ""secondary education"", ""factor analysis"", ""ict use""]}"
165,"[""mathematical communication"", ""high school education"", ""mathematics education"", ""blog use"", ""qualitative research""]","{""keywords"": [""mathematical communication"", ""high school education"", ""mathematics education"", ""blog use"", ""qualitative research""]}"
166,"[""mathematics education"", ""teaching materials"", ""youths and adults"", ""educational program"", ""evaluation model""]","{""keywords"": [""mathematics education"", ""teaching materials"", ""youths and adults"", ""educational program"", ""evaluation model""]}"
167,"[""mathematics education"", ""spain"", ""research trends"", ""bibliometric study"", ""mathematic education""]","{""keywords"": [""mathematics education"", ""spain"", ""research trends"", ""bibliometric study"", ""mathematic education""]}"
168,"[""mathematics education"", ""spanish mathematical society"", ""mathematics education spain"", ""mathematical society foundation"", ""mathematics education impact""]","{""keywords"": [""mathematics education"", ""spanish mathematical society"", ""mathematics education spain"", ""mathematical society foundation"", ""mathematics education impact""]}"
169,"[""mathematics education"", ""narrative production"", ""scientometric study"", ""social networks"", ""authorship""]","{""keywords"": [""mathematics education"", ""narrative production"", ""scientometric study"", ""social networks"", ""authorship""]}"
170,"[""mathematics education"", ""primary education"", ""affective dimension"", ""academic performance"", ""mathematics teacher""]","{""keywords"": [""mathematics education"", ""primary education"", ""affective dimension"", ""academic performance"", ""mathematics teacher""]}"
171,"[""mathematics education"", ""primary teacher education"", ""teacher education syllabi"", ""mathematics pedagogy"", ""school mathematics""]","{""keywords"": [""mathematics education"", ""primary teacher education"", ""teacher education syllabi"", ""mathematics pedagogy"", ""school mathematics""]}"
172,"[""scientific utopia"", ""rhetorical phenomenon"", ""scientific worldview"", ""paratexts"", ""scientific rhetoric""]","{""keywords"": [""scientific utopia"", ""rhetorical phenomenon"", ""scientific worldview"", ""paratexts"", ""scientific rhetoric""]}"
173,"[""physics"", ""mathematics"", ""education"", ""technology"", ""collaboration""]","{""keywords"": [""physics"", ""mathematics"", ""education"", ""technology"", ""collaboration""]}"
174,"[""mathematics education"", ""academic networks"", ""phd theses"", ""collaboration networks"", ""gender bias""]","{""keywords"": [""mathematics education"", ""academic networks"", ""phd theses"", ""collaboration networks"", ""gender bias""]}"
175,"[""mathematics education"", ""engineering"", ""architecture"", ""science context"", ""curriculum design""]","{""keywords"": [""mathematics education"", ""engineering"", ""architecture"", ""science context"", ""curriculum design""]}"
176,"[""mathematics education"", ""bibliometric study"", ""research articles"", ""collaboration networks"", ""scientometric laws""]","{""keywords"": [""mathematics education"", ""bibliometric study"", ""research articles"", ""collaboration networks"", ""scientometric laws""]}"
177,"[""mathematics education"", ""visualization"", ""mathematical knowledge"", ""ontosemiotic approach"", ""visual configuration""]","{""keywords"": [""mathematics education"", ""visualization"", ""mathematical knowledge"", ""ontosemiotic approach"", ""visual configuration""]}"
178,"[""mathematics education"", ""master's theses"", ""pedagogical intervention"", ""theoretical framework"", ""methodological tools""]","{""keywords"": [""mathematics education"", ""master's theses"", ""pedagogical intervention"", ""theoretical framework"", ""methodological tools""]}"
179,"[""mathematics education"", ""teaching learning processes"", ""mathematical knowledge"", ""instruction processes"", ""educational suitability""]","{""keywords"": [""mathematics education"", ""teaching learning processes"", ""mathematical knowledge"", ""instruction processes"", ""educational suitability""]}"
180,"[""mathematics education"", ""early childhood education"", ""mathematics teaching"", ""teacher training"", ""geometry""]","{""keywords"": [""mathematics education"", ""early childhood education"", ""mathematics teaching"", ""teacher training"", ""geometry""]}"
181,"[""mathematics education"", ""doctoral thesis"", ""methodological analysis"", ""evaluation instrument"", ""research quality""]","{""keywords"": [""mathematics education"", ""doctoral thesis"", ""methodological analysis"", ""evaluation instrument"", ""research quality""]}"
